"A","B","A->B","B->A"
"female athletics","Women in Sport","False","True"
"Business Law","Law in the Business Environment","False","True"
"Drawing and Design","Foundations of Drawing and Design","False","True"
"Adaptation Studies","The Art of Adaptation","False","True"
"Process Control","Process Control and Dynamics","False","True"
"Differentiated Math Instruction","Differentiated Instruction in Mathematics Education","False","True"
"Adolescent Development","Child-Adolescent Development","False","True"
"Clinical Methods","Clinical Methods III","False","True"
"retail analytics","Consumer Behavior and Analytics","False","True"
"Healthcare Administration","Healthcare Administration Ii","False","True"
"balance training","Core Strength Training and Balance","False","True"
"Social Policy","Social Policy in Our Lives","False","True"
"Music Technology","Essentials of Music Technology","False","True"
"Postcolonial Studies","Postcolonialism and Literature","False","True"
"Social Entrepreneurship","Social Entrepreneurship 1","False","True"
"Consumer Education","Colloquium in Consumer Health Education","False","True"
"Gender Studies","Topics in Gender Studies","False","True"
"Asian Poetry","Introduction to Asian Literature (3)","False","True"
"Agricultural Science","Plant and Crop Science","False","True"
"Monetary Economics","Topics in Monetary Economics","False","True"
"Italian Cuisine","Italian Cuisine and Literature","False","True"
"Italian Music","Italian Through Music","False","True"
"Clinical Studies","Clinical Case Studies","False","True"
"Nutritional Biochemistry","Biochemistry of Nutrition","False","True"
"Business Law","Business Law II (Business)","False","True"
"Mathematical Education","Math in General Education","False","True"
"Credit Risk Analysis","Risk Management Analysis","False","True"
"computational algebra","Advanced Computational Math","False","True"
"2D Design","Design I (2D)","False","True"
"Italian Cuisine","Italy:Journey-Food/Culture","False","True"
"ESL Teaching Methodologies","Methods and Materials to Teach ESL","False","True"
"Stochastic Process","Stochastic Process II","False","True"
"Healthcare Analytics","Intro to Healthcare Analytics","False","True"
"Probabilistic Method","Probabilistic Systems","False","True"
"Advertising","Advertising Sales","False","True"
"Science Pedagogy","Science and Social Studies Pedagogy","False","True"
"Epidemiological Research","Introduction to Epidemiological Research","False","True"
"College Composition","Principles of College Composition GE","False","True"
"Credit Risk Analysis","Commercial Lending and Credit Analysis","False","True"
"Art Therapy And Mental Health","Art Therapy: The People, Places, and Practices of Art Therapy","False","True"
"Politics","State Politics","False","True"
"College Composition","College Composition 1","False","True"
"climate studies","Climate Policy","False","True"
"cosmetology","Introduction to Cosmetology","False","True"
"Advertising","Advertising and Publicity","False","True"
"Retail Marketing","Retail Sales Promotion","False","True"
"Asian Poetry","The Forms of Asian Literature","False","True"
"Process Control","Introduction to Process Control I","False","True"
"Science Pedagogy","Elementary School Science: Content and Pedagogy","False","True"
"Matrix Geometry","Matrix Computation","False","True"
"Business Law","Intro to Business Law","False","True"
"Government Systems","Govt Processes","False","True"
"Assessment Strategies","Assessment Strategies and Uses","False","True"
"biology laboratory","Contemporary Biology Laboratory","False","True"
"Environmental Economics","Economics of Environmental Policy","False","True"
"Talent Management","Recruitment and Talent Management","False","True"
"building construction","Building Systems and Construction","False","True"
"Buddhist Meditation","Meditation for Health and Wellness","False","True"
"Ethics in Technology","Ethical Problems in Technology","False","True"
"Food Safety","Food Safety and Quality: Food Safety Management","False","True"
"African Civilization","African Civilization in the New World","False","True"
"biology laboratory","Biology Laboratory I","False","True"
"English Semantics","Introduction to Semantics and Pragmatics","False","True"
"Acquatic Science","Natural Science","False","True"
"Music Technology","Sound and Music Technology","False","True"
"Scientific Math","Mathematics for Scientists and Engineers","False","True"
"Adult Primary Care","Primary Care Adult II","False","True"
"Buddhist Philosophy","Zen Buddhism","False","True"
"accessory design","Product Design I","False","True"
"Sound Arts","Sound Studies, Music, and Sound Arts","False","True"
"Agricultural Engineering","Agricultural Mechanics","False","True"
"Social Policy","Social Policy and Policy Practice","False","True"
"Brand Development","New Product Development and Branding","False","True"
"Healthcare Analytics","Methods of Health Care Analytics","False","True"
"accounting","Accounting 2","False","True"
"career development","Career Development and Planning","False","True"
"Clinical Methods","Fundamentals in Clinical Techniques","False","True"
"Algebra","Algebra 1","False","True"
"Public Health Informatics","Population Health Informatics","False","True"
"Adult Primary Care","Primary Health Care of the Adult I","False","True"
"Child Education","Childhood Learning","False","True"
"agricultural economics","Research in Agricultural Economics","False","True"
"College Composition","College Composition W/Support","False","True"
"Wellness Coaching","Health Coaching","False","True"
"ESL Teaching Methodologies","Advanced Methods in Teaching ESL","False","True"
"Buddhist Meditation","Yoga/Meditation","False","True"
"Body Mind Centering","The MindBody Problem","False","True"
"accessory design","Introduction to Product Design I","False","True"
"animal husbandry","Gynecology of Large Domestic Animals","False","True"
"Sports Medicine","Sports Medicine (3)","False","True"
"Integration of Technology in Math","Mathematics Using Technologies","False","True"
"tutoring","METHODS and MATERIALS OF TUTORING","False","True"
"career development","Introduction to Career Development","False","True"
"climate studies","Climate Models","False","True"
"Landscape Archaeology","Archaeology and Environment","False","True"
"American Culture","Foundations of American Culture","False","True"
"Food and Beverage Management","Beverage Management and Control","False","True"
"Clinical Data Analysis","Clinical Analytics and Data Management","False","True"
"Language Arts","Language Arts and Reading I","False","True"
"Differential Equations Instruction","Computer Solutions to Differential Equations","False","True"
"Differential Equations Instruction","Engineering Mathematics IV: Differential Equations","False","True"
"Digital Network Intelligence","Cyber Threat Intelligence I","False","True"
"Digital Systems","Digital Systems II","False","True"
"Automotive Design","Automotive Engineering","False","True"
"Drawing and Design","Drawing and Design Principles","False","True"
"Media Club","Media Fellows Colloquium","False","True"
"food chemistry","The Chemistry of Food and Cooking","False","True"
"World History and Geography","World History and Geography I","False","True"
"Adaptation Studies","Adaptation: Theories and Evidence","False","True"
