"A","B","A->B","B->A"
"Ceramic Glazing","Business Law","False","False"
"Physical Geography","Software Development","False","False"
"Theater Design","Marketing Research","False","False"
"Analytical Chemistry","Landscape Design","False","False"
"Creative Writing Workshop","Systems Analysis","False","False"
"Orchestral Music","Environmental Engineering","False","False"
"Drawing Techniques","Financial Management","False","False"
"Developmental Disorders","Product Design","False","False"
"French Poetry","Computer Programming","False","False"
"Abstract Expressionism","Supply Chain Operations","False","False"
"Dance Performance","Quality Assurance","False","False"
"Marine Ecology","Digital Animation","False","False"
"Voice Training","Construction Technology","False","False"
"Behavioral Genetics","Interior Architecture","False","False"
"Contemporary Art","Database Management","False","False"
"Russian Culture","Network Engineering","False","False"
"Modern Dance Technique","Operations Research Methods","False","False"
"Plant Biology","Software Engineering","False","False"
"Music Theory Analysis","Industrial Design","False","False"
"Ceramics Firing","Business Strategy","False","False"
"Physical Anthropology","Web Application Development","False","False"
"Theater History","Environmental Management","False","False"
"Inorganic Chemistry","Financial Analysis","False","False"
"Creative Poetry","Product Development","False","False"
"Symphony Orchestra","Systems Engineering","False","False"
"Figure Drawing","Digital Media Design","False","False"
"Child Development","Computer Science Theory","False","False"
"French Literature Survey","Network Security Management","False","False"
"Calculus III","Ballroom Dancing","False","False"
"Organic Chemistry Lab","Medieval Philosophy","False","False"
"Jazz Piano","Corporate Taxation","False","False"
"Sociology Research Methods","Automotive Repair","False","False"
"Latin Grammar","Biostatistics","False","False"
"Sculpture Studio","Criminal Law","False","False"
"Astrophysics","Culinary Fundamentals","False","False"
"Market Research","Classical Guitar","False","False"
"Developmental Biology","Public Administration","False","False"
"Fiction Writing","Electrical Engineering","False","False"
"Mandarin Chinese","Sports Medicine","False","False"
"Abstract Algebra","Fashion Marketing","False","False"
"Watercolor Techniques","Information Theory","False","False"
"Comparative Religion","Mechanical Systems","False","False"
"Cell Physiology","Drama Therapy","False","False"
"Economic History","Computer Animation","False","False"
"Flute Performance","Contract Law","False","False"
"Social Anthropology","Petroleum Engineering","False","False"
"Creative Photography","Business Communication","False","False"
"Quantum Mechanics","Pastry Arts","False","False"
"German Literature","Database Systems","False","False"
"Modern Art History","Physical Chemistry","False","False"
"Basketball Analytics","Web Programming","False","False"
"Archaeological Theory","Vocal Performance","False","False"
"Differential Geometry","Restaurant Operations","False","False"
"Contemporary Poetry","Network Protocols","False","False"
"Immunology Research","Landscape Photography","False","False"
"Chamber Music","Patent Applications","False","False"
"Behavioral Finance","Ceramic Arts","False","False"
"Russian Grammar","Software Testing","False","False"
"Environmental Biology","Interior Decorating","False","False"
"Statistical Modeling","Theater Lighting","False","False"
"French Phonetics","Materials Engineering","False","False"
"Abnormal Development","Digital Filmmaking","False","False"
"Marine Chemistry","Human Anatomy","False","False"
"Opera Workshop","Financial Derivatives","False","False"
"Political Philosophy","Graphic Illustration","False","False"
"Molecular Modeling","Dance Therapy","False","False"
"Ancient Greek","Quality Management","False","False"
"Experimental Design","Video Production","False","False"
"Neuropsychology","Architectural Drawing","False","False"
"Wind Ensemble","Tax Accounting","False","False"
"Comparative Government","Food Science","False","False"
"Organic Gardening","System Administration","False","False"
"Renaissance Art","Cognitive Linguistics","False","False"
"Jazz Composition","Construction Planning","False","False"
"Social Work Ethics","Computer Hardware","False","False"
"Spanish Conversation","Statistical Physics","False","False"
"Contemporary Fiction","Network Design","False","False"
"Printmaking Workshop","Business Strategy","False","False"
"Developmental Genetics","Music Technology","False","False"
"Film Analysis","Industrial Psychology","False","False"
"Voice Pedagogy","Environmental Policy","False","False"
"Abstract Mathematics","Culinary Management","False","False"
"Photography History","Software Architecture","False","False"
"Political Economy","Dance Notation","False","False"
"Cell Biology Lab","Interior Design","False","False"
